query,sql,,,,,
Calculate the total high for each ticker in 2024 grouped by month.,"SELECT symbol, strftime('%Y-%m', date) as period, SUM(high) FROM stocks WHERE date BETWEEN '2024-01-01' AND '2024-12-31' GROUP BY symbol, period;",,,,,
Plot the 50-day moving average of the low price for PG in the last year.,"SELECT date, AVG(low) OVER (ORDER BY date ROWS BETWEEN 49 PRECEDING AND CURRENT ROW) FROM stocks WHERE symbol = 'PG' AND date >= date('now', '-365 days');",,,,,
Show me all data for AAPL in the last   2 years.,"SELECT * FROM stocks WHERE symbol = 'AAPL' AND date >= date('now', '-2 years') ORDER BY date ASC;",,,,,
Find all dates where V's high price was greater than 129 in the last   180  days.,"SELECT date FROM stocks WHERE symbol = 'V' AND high > 129 AND date >= date('now', '-180 days');",,,,,
Show me all data for NVDA in 2024 01 01 AND 2024 12 31.,SELECT * FROM stocks WHERE symbol = 'NVDA' AND date >= 2024-01-01' AND '2024-12-31 ORDER BY date ASC;,,,,,
Show me all data for JPM in the last   180  days.,"SELECT * FROM stocks WHERE symbol = 'JPM' AND date >= date('now', '-180 days') ORDER BY date ASC;",,,,,
What was the low price for MSFT on 2025-03-13?,SELECT low FROM stocks WHERE symbol = 'MSFT' AND date = '2025-03-13';,,,,,
What was the adj_close price for AAPL on 2025-12-28?,SELECT adj_close FROM stocks WHERE symbol = 'AAPL' AND date = '2025-12-28';,,,,,
Find the date and open for GOOGL's highest open price in the last year.,"SELECT date, open FROM stocks WHERE symbol = 'GOOGL' AND open = (SELECT MAX(open) FROM stocks WHERE symbol = 'GOOGL' AND date >= date('now', '-365 days'));",,,,,
Calculate the total open for each ticker in 2024 grouped by year.,"SELECT symbol, strftime('%Y-%m', date) as period, SUM(open) FROM stocks WHERE date BETWEEN '2024-01-01' AND '2024-12-31' GROUP BY symbol, period;",,,,,
Plot the 100-day moving average of the high price for AAPL in the last year.,"SELECT date, AVG(high) OVER (ORDER BY date ROWS BETWEEN 99 PRECEDING AND CURRENT ROW) FROM stocks WHERE symbol = 'AAPL' AND date >= date('now', '-365 days');",,,,,
Show me all data for TSLA in the last   2 years.,"SELECT * FROM stocks WHERE symbol = 'TSLA' AND date >= date('now', '-2 years') ORDER BY date ASC;",,,,,
What was the move price for NFLX on 2024-01-18?,SELECT move FROM stocks WHERE symbol = 'NFLX' AND date = '2024-01-18';,,,,,
Plot the 20-day moving average of the adj_close price for PG in the last year.,"SELECT date, AVG(adj_close) OVER (ORDER BY date ROWS BETWEEN 19 PRECEDING AND CURRENT ROW) FROM stocks WHERE symbol = 'PG' AND date >= date('now', '-365 days');",,,,,
Show me all data for GOOGL in 2024 01 01 AND 2024 12 31.,SELECT * FROM stocks WHERE symbol = 'GOOGL' AND date >= 2024-01-01' AND '2024-12-31 ORDER BY date ASC;,,,,,
Calculate the total low for each ticker in 2024 grouped by year.,"SELECT symbol, strftime('%Y-%m', date) as period, SUM(low) FROM stocks WHERE date BETWEEN '2024-01-01' AND '2024-12-31' GROUP BY symbol, period;",,,,,
Find the date and close for NFLX's highest close price in the last year.,"SELECT date, close FROM stocks WHERE symbol = 'NFLX' AND close = (SELECT MAX(close) FROM stocks WHERE symbol = 'NFLX' AND date >= date('now', '-365 days'));",,,,,
What was the high price for AAPL on 2023-12-31?,SELECT high FROM stocks WHERE symbol = 'AAPL' AND date = '2023-12-31';,,,,,
Find all dates where JPM's volume price was greater than 145 in the last   180  days.,"SELECT date FROM stocks WHERE symbol = 'JPM' AND volume > 145 AND date >= date('now', '-180 days');",,,,,
What was the AVG move for AAPL over the last   2 years?,"SELECT AVG(move) FROM stocks WHERE symbol = 'AAPL' AND date >= date('now', '-2 years');",,,,,
Show me all data for NFLX in the last   30  days.,"SELECT * FROM stocks WHERE symbol = 'NFLX' AND date >= date('now', '-30 days') ORDER BY date ASC;",,,,,
Find the date and close for NVDA's highest close price in the last year.,"SELECT date, close FROM stocks WHERE symbol = 'NVDA' AND close = (SELECT MAX(close) FROM stocks WHERE symbol = 'NVDA' AND date >= date('now', '-365 days'));",,,,,
Plot the 100-day moving average of the move price for V in the last year.,"SELECT date, AVG(move) OVER (ORDER BY date ROWS BETWEEN 99 PRECEDING AND CURRENT ROW) FROM stocks WHERE symbol = 'V' AND date >= date('now', '-365 days');",,,,,
Find the date and open for JPM's highest open price in the last year.,"SELECT date, open FROM stocks WHERE symbol = 'JPM' AND open = (SELECT MAX(open) FROM stocks WHERE symbol = 'JPM' AND date >= date('now', '-365 days'));",,,,,
What was the adj_close price for NVDA on 2024-05-06?,SELECT adj_close FROM stocks WHERE symbol = 'NVDA' AND date = '2024-05-06';,,,,,
Plot the 50-day moving average of the move price for NFLX in the last year.,"SELECT date, AVG(move) OVER (ORDER BY date ROWS BETWEEN 49 PRECEDING AND CURRENT ROW) FROM stocks WHERE symbol = 'NFLX' AND date >= date('now', '-365 days');",,,,,
Find all dates where KO's close price was greater than 102 in the last   2 years.,"SELECT date FROM stocks WHERE symbol = 'KO' AND close > 102 AND date >= date('now', '-2 years');",,,,,
What was the SUM move for NVDA over 2023 01 01 AND 2023 12 31?,SELECT SUM(move) FROM stocks WHERE symbol = 'NVDA' AND date >= 2023-01-01' AND '2023-12-31;,,,,,
Show me all data for KO in the last   365  days.,"SELECT * FROM stocks WHERE symbol = 'KO' AND date >= date('now', '-365 days') ORDER BY date ASC;",,,,,
Find the date and close for AMZN's highest close price in the last year.,"SELECT date, close FROM stocks WHERE symbol = 'AMZN' AND close = (SELECT MAX(close) FROM stocks WHERE symbol = 'AMZN' AND date >= date('now', '-365 days'));",,,,,
Find all dates where JPM's low price was greater than 69 in 2023 01 01 AND 2023 12 31.,SELECT date FROM stocks WHERE symbol = 'JPM' AND low > 69 AND date >= 2023-01-01' AND '2023-12-31;,,,,,
What was the MAX adj_close for GOOGL over the last   30  days?,"SELECT MAX(adj_close) FROM stocks WHERE symbol = 'GOOGL' AND date >= date('now', '-30 days');",,,,,
Show me all data for JPM in 2023 01 01 AND 2023 12 31.,SELECT * FROM stocks WHERE symbol = 'JPM' AND date >= 2023-01-01' AND '2023-12-31 ORDER BY date ASC;,,,,,
Find the date and open for AMZN's highest open price in the last year.,"SELECT date, open FROM stocks WHERE symbol = 'AMZN' AND open = (SELECT MAX(open) FROM stocks WHERE symbol = 'AMZN' AND date >= date('now', '-365 days'));",,,,,
What was the MAX close for META over the last   5 years?,"SELECT MAX(close) FROM stocks WHERE symbol = 'META' AND date >= date('now', '-5 years');",,,,,
Find the date and adj_close for KO's highest adj_close price in the last year.,"SELECT date, adj_close FROM stocks WHERE symbol = 'KO' AND adj_close = (SELECT MAX(adj_close) FROM stocks WHERE symbol = 'KO' AND date >= date('now', '-365 days'));",,,,,
Calculate the total high for each ticker in 2024 grouped by month.,"SELECT symbol, strftime('%Y-%m', date) as period, SUM(high) FROM stocks WHERE date BETWEEN '2024-01-01' AND '2024-12-31' GROUP BY symbol, period;",,,,,
Show me all data for TSLA in the last   5 years.,"SELECT * FROM stocks WHERE symbol = 'TSLA' AND date >= date('now', '-5 years') ORDER BY date ASC;",,,,,
Show me all data for GOOGL in the last   30  days.,"SELECT * FROM stocks WHERE symbol = 'GOOGL' AND date >= date('now', '-30 days') ORDER BY date ASC;",,,,,
Show me all data for MSFT in 2023 01 01 AND 2023 12 31.,SELECT * FROM stocks WHERE symbol = 'MSFT' AND date >= 2023-01-01' AND '2023-12-31 ORDER BY date ASC;,,,,,
What was the MAX close for KO over the last   30  days?,"SELECT MAX(close) FROM stocks WHERE symbol = 'KO' AND date >= date('now', '-30 days');",,,,,
Plot the 20-day moving average of the close price for GOOGL in the last year.,"SELECT date, AVG(close) OVER (ORDER BY date ROWS BETWEEN 19 PRECEDING AND CURRENT ROW) FROM stocks WHERE symbol = 'GOOGL' AND date >= date('now', '-365 days');",,,,,
Find all dates where AMZN's low price was greater than 163 in the last   30  days.,"SELECT date FROM stocks WHERE symbol = 'AMZN' AND low > 163 AND date >= date('now', '-30 days');",,,,,
Find the date and volume for TSLA's highest volume price in the last year.,"SELECT date, volume FROM stocks WHERE symbol = 'TSLA' AND volume = (SELECT MAX(volume) FROM stocks WHERE symbol = 'TSLA' AND date >= date('now', '-365 days'));",,,,,
Find the date and close for PG's highest close price in the last year.,"SELECT date, close FROM stocks WHERE symbol = 'PG' AND close = (SELECT MAX(close) FROM stocks WHERE symbol = 'PG' AND date >= date('now', '-365 days'));",,,,,
Calculate the total adj_close for each ticker in 2024 grouped by year.,"SELECT symbol, strftime('%Y-%m', date) as period, SUM(adj_close) FROM stocks WHERE date BETWEEN '2024-01-01' AND '2024-12-31' GROUP BY symbol, period;",,,,,
Find all dates where V's low price was greater than 73 in 2023 01 01 AND 2023 12 31.,SELECT date FROM stocks WHERE symbol = 'V' AND low > 73 AND date >= 2023-01-01' AND '2023-12-31;,,,,,
Find all dates where TSLA's open price was greater than 198 in the last   365  days.,"SELECT date FROM stocks WHERE symbol = 'TSLA' AND open > 198 AND date >= date('now', '-365 days');",,,,,
What was the low price for V on 2025-04-09?,SELECT low FROM stocks WHERE symbol = 'V' AND date = '2025-04-09';,,,,,
Find all dates where KO's move price was greater than 58 in the last   2 years.,"SELECT date FROM stocks WHERE symbol = 'KO' AND move > 58 AND date >= date('now', '-2 years');",,,,,
Find all dates where AAPL's move price was greater than 169 in the last   5 years.,"SELECT date FROM stocks WHERE symbol = 'AAPL' AND move > 169 AND date >= date('now', '-5 years');",,,,,
Show me all data for MSFT in the last   30  days.,"SELECT * FROM stocks WHERE symbol = 'MSFT' AND date >= date('now', '-30 days') ORDER BY date ASC;",,,,,
Find all dates where NFLX's close price was greater than 59 in the last   180  days.,"SELECT date FROM stocks WHERE symbol = 'NFLX' AND close > 59 AND date >= date('now', '-180 days');",,,,,
Show me all data for PG in 2024 01 01 AND 2024 12 31.,SELECT * FROM stocks WHERE symbol = 'PG' AND date >= 2024-01-01' AND '2024-12-31 ORDER BY date ASC;,,,,,
Plot the 50-day moving average of the volume price for META in the last year.,"SELECT date, AVG(volume) OVER (ORDER BY date ROWS BETWEEN 49 PRECEDING AND CURRENT ROW) FROM stocks WHERE symbol = 'META' AND date >= date('now', '-365 days');",,,,,
What was the SUM adj_close for JPM over the last   90  days?,"SELECT SUM(adj_close) FROM stocks WHERE symbol = 'JPM' AND date >= date('now', '-90 days');",,,,,
What was the volume price for NVDA on 2024-10-21?,SELECT volume FROM stocks WHERE symbol = 'NVDA' AND date = '2024-10-21';,,,,,
What was the high price for PG on 2023-03-10?,SELECT high FROM stocks WHERE symbol = 'PG' AND date = '2023-03-10';,,,,,
Calculate the total low for each ticker in 2024 grouped by year.,"SELECT symbol, strftime('%Y-%m', date) as period, SUM(low) FROM stocks WHERE date BETWEEN '2024-01-01' AND '2024-12-31' GROUP BY symbol, period;",,,,,
Find all dates where GOOGL's open price was greater than 57 in the last   365  days.,"SELECT date FROM stocks WHERE symbol = 'GOOGL' AND open > 57 AND date >= date('now', '-365 days');",,,,,
Calculate the total close for each ticker in 2024 grouped by month.,"SELECT symbol, strftime('%Y-%m', date) as period, SUM(close) FROM stocks WHERE date BETWEEN '2024-01-01' AND '2024-12-31' GROUP BY symbol, period;",,,,,
Find all dates where JPM's low price was greater than 87 in 2023 01 01 AND 2023 12 31.,SELECT date FROM stocks WHERE symbol = 'JPM' AND low > 87 AND date >= 2023-01-01' AND '2023-12-31;,,,,,
Calculate the total open for each ticker in 2024 grouped by year.,"SELECT symbol, strftime('%Y-%m', date) as period, SUM(open) FROM stocks WHERE date BETWEEN '2024-01-01' AND '2024-12-31' GROUP BY symbol, period;",,,,,
What was the MIN close for MSFT over the last   180  days?,"SELECT MIN(close) FROM stocks WHERE symbol = 'MSFT' AND date >= date('now', '-180 days');",,,,,
Plot the 20-day moving average of the adj_close price for NFLX in the last year.,"SELECT date, AVG(adj_close) OVER (ORDER BY date ROWS BETWEEN 19 PRECEDING AND CURRENT ROW) FROM stocks WHERE symbol = 'NFLX' AND date >= date('now', '-365 days');",,,,,
Show me all data for AAPL in the last   365  days.,"SELECT * FROM stocks WHERE symbol = 'AAPL' AND date >= date('now', '-365 days') ORDER BY date ASC;",,,,,
Show me all data for AMZN in the last   30  days.,"SELECT * FROM stocks WHERE symbol = 'AMZN' AND date >= date('now', '-30 days') ORDER BY date ASC;",,,,,
What was the MIN move for PG over the last   365  days?,"SELECT MIN(move) FROM stocks WHERE symbol = 'PG' AND date >= date('now', '-365 days');",,,,,
Find the date and move for NFLX's highest move price in the last year.,"SELECT date, move FROM stocks WHERE symbol = 'NFLX' AND move = (SELECT MAX(move) FROM stocks WHERE symbol = 'NFLX' AND date >= date('now', '-365 days'));",,,,,
Plot the 20-day moving average of the volume price for JPM in the last year.,"SELECT date, AVG(volume) OVER (ORDER BY date ROWS BETWEEN 19 PRECEDING AND CURRENT ROW) FROM stocks WHERE symbol = 'JPM' AND date >= date('now', '-365 days');",,,,,
Calculate the total open for each ticker in 2024 grouped by month.,"SELECT symbol, strftime('%Y-%m', date) as period, SUM(open) FROM stocks WHERE date BETWEEN '2024-01-01' AND '2024-12-31' GROUP BY symbol, period;",,,,,
Show me all data for NVDA in the last   180  days.,"SELECT * FROM stocks WHERE symbol = 'NVDA' AND date >= date('now', '-180 days') ORDER BY date ASC;",,,,,
What was the volume price for MSFT on 2023-04-19?,SELECT volume FROM stocks WHERE symbol = 'MSFT' AND date = '2023-04-19';,,,,,
Plot the 20-day moving average of the volume price for NFLX in the last year.,"SELECT date, AVG(volume) OVER (ORDER BY date ROWS BETWEEN 19 PRECEDING AND CURRENT ROW) FROM stocks WHERE symbol = 'NFLX' AND date >= date('now', '-365 days');",,,,,
Find all dates where JPM's open price was greater than 179 in 2023 01 01 AND 2023 12 31.,SELECT date FROM stocks WHERE symbol = 'JPM' AND open > 179 AND date >= 2023-01-01' AND '2023-12-31;,,,,,
Find the date and close for NFLX's highest close price in the last year.,"SELECT date, close FROM stocks WHERE symbol = 'NFLX' AND close = (SELECT MAX(close) FROM stocks WHERE symbol = 'NFLX' AND date >= date('now', '-365 days'));",,,,,
Plot the 50-day moving average of the close price for AAPL in the last year.,"SELECT date, AVG(close) OVER (ORDER BY date ROWS BETWEEN 49 PRECEDING AND CURRENT ROW) FROM stocks WHERE symbol = 'AAPL' AND date >= date('now', '-365 days');",,,,,
What was the MIN move for PG over the last   30  days?,"SELECT MIN(move) FROM stocks WHERE symbol = 'PG' AND date >= date('now', '-30 days');",,,,,
Show me all data for V in 2024 01 01 AND 2024 12 31.,SELECT * FROM stocks WHERE symbol = 'V' AND date >= 2024-01-01' AND '2024-12-31 ORDER BY date ASC;,,,,,
Show me all data for PG in the last   2 years.,"SELECT * FROM stocks WHERE symbol = 'PG' AND date >= date('now', '-2 years') ORDER BY date ASC;",,,,,
What was the close price for V on 2023-01-25?,SELECT close FROM stocks WHERE symbol = 'V' AND date = '2023-01-25';,,,,,
What was the MAX close for AMZN over 2024 01 01 AND 2024 12 31?,SELECT MAX(close) FROM stocks WHERE symbol = 'AMZN' AND date >= 2024-01-01' AND '2024-12-31;,,,,,
What was the volume price for PG on 2025-12-19?,SELECT volume FROM stocks WHERE symbol = 'PG' AND date = '2025-12-19';,,,,,
What was the volume price for AMZN on 2025-11-29?,SELECT volume FROM stocks WHERE symbol = 'AMZN' AND date = '2025-11-29';,,,,,
What was the SUM adj_close for TSLA over the last   2 years?,"SELECT SUM(adj_close) FROM stocks WHERE symbol = 'TSLA' AND date >= date('now', '-2 years');",,,,,
What was the high price for NVDA on 2024-02-06?,SELECT high FROM stocks WHERE symbol = 'NVDA' AND date = '2024-02-06';,,,,,
Show me all data for TSLA in the last   5 years.,"SELECT * FROM stocks WHERE symbol = 'TSLA' AND date >= date('now', '-5 years') ORDER BY date ASC;",,,,,
Plot the 50-day moving average of the adj_close price for META in the last year.,"SELECT date, AVG(adj_close) OVER (ORDER BY date ROWS BETWEEN 49 PRECEDING AND CURRENT ROW) FROM stocks WHERE symbol = 'META' AND date >= date('now', '-365 days');",,,,,
Find all dates where V's low price was greater than 199 in the last   30  days.,"SELECT date FROM stocks WHERE symbol = 'V' AND low > 199 AND date >= date('now', '-30 days');",,,,,
